domain,season,metric,comparison,units,omitted_model,full_mean,leave_one_out_mean,full_sign,leave_one_out_sign,sign_changed,model_count
lower_mississippi,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.6949714,-1.6559738,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.6949714,-1.9483676,-1,-1,False,3
lower_mississippi,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.6949714,-1.4086538,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,-0.1324741,-0.1786994,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,-0.1324741,-0.0340267,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,-0.1324741,-0.1663424,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,-0.1324741,-0.1508279,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.2306328,-0.3292159,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.2306328,-0.0857249,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.2306328,-0.3397120,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.2306328,-0.1678784,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0981587,-0.1505165,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0981587,-0.0516982,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0981587,-0.1733697,-1,-1,False,3
lower_mississippi,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0981587,-0.0170505,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.6515739,-0.8879659,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.6515739,-0.7015231,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.6515739,-0.2443556,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.6515739,-0.7724512,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.7740631,-1.8716593,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.7740631,-1.6526646,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.7740631,-1.9939727,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.7740631,-1.5779557,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.1224891,-0.9836935,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.1224891,-0.9511415,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.1224891,-1.7496171,-1,-1,False,3
lower_mississippi,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.1224891,-0.8055044,-1,-1,False,3
lower_mississippi,JJA,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.1574437,0.1163820,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.1574437,0.0398689,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.1574437,0.2843665,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.1574437,0.1891574,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,0.0963142,0.2075634,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.0963142,0.0095345,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.0963142,0.0760739,1,1,False,3
lower_mississippi,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,0.0963142,0.0920850,1,1,False,3
lower_mississippi,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0611295,0.0911815,-1,1,True,3
lower_mississippi,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0611295,-0.0303344,-1,-1,False,3
lower_mississippi,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0611295,-0.2082926,-1,-1,False,3
lower_mississippi,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0611295,-0.0970724,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.4256897,-0.4285540,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.4256897,-0.3955153,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.4256897,-0.4448464,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.4256897,-0.4338431,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.4618745,-2.7217141,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.4618745,-2.4463100,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.4618745,-2.5386593,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.4618745,-2.1408147,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-2.0361848,-2.2931601,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-2.0361848,-2.0507947,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.0361848,-2.0938129,-1,-1,False,3
lower_mississippi,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-2.0361848,-1.7069716,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,-0.0359236,-0.0122023,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,-0.0359236,0.0305814,-1,1,True,3
lower_mississippi,MAM,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,-0.0359236,-0.0689471,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,-0.0359236,-0.0931265,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0519167,-0.0173282,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0519167,-0.1126982,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0519167,-0.1370724,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0519167,0.0594319,-1,1,True,3
lower_mississippi,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0159931,-0.0051259,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0159931,-0.1432795,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0159931,-0.0681253,-1,-1,False,3
lower_mississippi,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0159931,0.1525585,-1,1,True,3
lower_mississippi,MAM,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.2624068,-0.4230701,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.2624068,-0.1948030,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.2624068,-0.0806503,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.2624068,-0.3511038,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1103392,-2.3045989,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1103392,-1.9756932,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1103392,-2.1382848,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1103392,-2.0227799,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.8479324,-1.8815288,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.8479324,-1.7808902,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.8479324,-2.0576345,-1,-1,False,3
lower_mississippi,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.8479324,-1.6716761,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0851251,0.0756163,1,1,False,3
lower_mississippi,SON,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0851251,0.1897224,1,1,False,3
lower_mississippi,SON,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0851251,0.0834143,1,1,False,3
lower_mississippi,SON,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0851251,-0.0082524,1,-1,True,3
lower_mississippi,SON,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.2135056,-0.2998224,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.2135056,-0.1838710,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.2135056,-0.1419080,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.2135056,-0.2284211,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.2986308,-0.3754387,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.2986308,-0.3735934,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.2986308,-0.2253223,-1,-1,False,3
lower_mississippi,SON,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.2986308,-0.2201688,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.4225550,-0.5036575,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.4225550,-0.4275236,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.4225550,-0.3561092,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.4225550,-0.4029297,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1928598,-2.4173754,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1928598,-2.2433004,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1928598,-2.2757407,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1928598,-1.8350226,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.7703048,-1.9137179,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.7703048,-1.8157768,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.7703048,-1.9196315,-1,-1,False,3
lower_mississippi,SON,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.7703048,-1.4320930,-1,-1,False,3
original_box,ANN,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0485374,0.0447848,1,1,False,3
original_box,ANN,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0485374,0.0528916,1,1,False,3
original_box,ANN,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0485374,0.0343705,1,1,False,3
original_box,ANN,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0485374,0.0621028,1,1,False,3
original_box,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0065495,-0.0259313,-1,-1,False,3
original_box,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0065495,-0.0024568,-1,-1,False,3
original_box,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0065495,-0.0067805,-1,-1,False,3
original_box,ANN,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0065495,0.0089706,-1,1,True,3
original_box,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0550869,-0.0707161,-1,-1,False,3
original_box,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0550869,-0.0553484,-1,-1,False,3
original_box,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0550869,-0.0411510,-1,-1,False,3
original_box,ANN,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0550869,-0.0531322,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3579963,-0.4559825,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3579963,-0.3424275,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3579963,-0.2072712,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3579963,-0.4263039,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.9374273,-2.0896065,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9374273,-1.8746738,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9374273,-2.0096250,-1,-1,False,3
original_box,ANN,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.9374273,-1.7758039,-1,-1,False,3
original_box,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.5794311,-1.6336240,-1,-1,False,3
original_box,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.5794311,-1.5322464,-1,-1,False,3
original_box,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.5794311,-1.8023538,-1,-1,False,3
original_box,ANN,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.5794311,-1.3495000,-1,-1,False,3
original_box,DJF,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0669650,0.0615356,1,1,False,3
original_box,DJF,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0669650,0.0908908,1,1,False,3
original_box,DJF,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.0669650,0.0165141,1,1,False,3
original_box,DJF,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.0669650,0.0989198,1,1,False,3
original_box,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.0566926,-0.1124311,-1,-1,False,3
original_box,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.0566926,-0.0286342,-1,-1,False,3
original_box,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.0566926,-0.0518256,-1,-1,False,3
original_box,DJF,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,-0.0566926,-0.0338794,-1,-1,False,3
original_box,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,-0.1236576,-0.1739667,-1,-1,False,3
original_box,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,-0.1236576,-0.1195250,-1,-1,False,3
original_box,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,-0.1236576,-0.0683397,-1,-1,False,3
original_box,DJF,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,-0.1236576,-0.1327992,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.6029880,-0.7960482,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.6029880,-0.6243015,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.6029880,-0.2814112,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.6029880,-0.7101911,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.6206559,-1.7538951,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.6206559,-1.5103498,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.6206559,-1.7565612,-1,-1,False,3
original_box,DJF,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.6206559,-1.4618175,-1,-1,False,3
original_box,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.0176679,-0.9578469,-1,-1,False,3
original_box,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.0176679,-0.8860483,-1,-1,False,3
original_box,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.0176679,-1.4751500,-1,-1,False,3
original_box,DJF,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.0176679,-0.7516264,-1,-1,False,3
original_box,JJA,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.1273941,0.0967447,1,1,False,3
original_box,JJA,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.1273941,0.0846630,1,1,False,3
original_box,JJA,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,0.1273941,0.2043864,1,1,False,3
original_box,JJA,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,0.1273941,0.1237822,1,1,False,3
original_box,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,0.1991800,0.2388993,1,1,False,3
original_box,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.1991800,0.1878213,1,1,False,3
original_box,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.1991800,0.2266151,1,1,False,3
original_box,JJA,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,0.1991800,0.1433844,1,1,False,3
original_box,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,0.0717860,0.1421545,1,1,False,3
original_box,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.0717860,0.1031584,1,1,False,3
original_box,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.0717860,0.0222287,1,1,False,3
original_box,JJA,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,0.0717860,0.0196022,1,1,False,3
original_box,JJA,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.3080213,-0.3127381,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.3080213,-0.2944987,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.3080213,-0.2767432,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.3080213,-0.3481050,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-2.1694791,-2.3233430,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-2.1694791,-2.1373785,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-2.1694791,-2.2414644,-1,-1,False,3
original_box,JJA,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-2.1694791,-1.9757303,-1,-1,False,3
original_box,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.8614578,-2.0106049,-1,-1,False,3
original_box,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.8614578,-1.8428798,-1,-1,False,3
original_box,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.8614578,-1.9647212,-1,-1,False,3
original_box,JJA,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.8614578,-1.6276253,-1,-1,False,3
original_box,MAM,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,-0.0849617,-0.0991690,-1,-1,False,3
original_box,MAM,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,-0.0849617,-0.0599506,-1,-1,False,3
original_box,MAM,pr_mean,G6solar - G6sulfur,mm/day,MPI-ESM1-2-LR,-0.0849617,-0.1580933,-1,-1,False,3
original_box,MAM,pr_mean,G6solar - G6sulfur,mm/day,UKESM1-0-LL,-0.0849617,-0.0226338,-1,-1,False,3
original_box,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,CNRM-ESM2-1,0.0536177,-0.0078162,1,-1,True,3
original_box,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.0536177,0.0368566,1,1,False,3
original_box,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.0536177,0.0243727,1,1,False,3
original_box,MAM,pr_mean,G6solar - SSP5-8.5,mm/day,UKESM1-0-LL,0.0536177,0.1610575,1,1,False,3
original_box,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,CNRM-ESM2-1,0.1385794,0.0913528,1,1,False,3
original_box,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,IPSL-CM6A-LR,0.1385794,0.0968072,1,1,False,3
original_box,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,MPI-ESM1-2-LR,0.1385794,0.1824660,1,1,False,3
original_box,MAM,pr_mean,G6sulfur - SSP5-8.5,mm/day,UKESM1-0-LL,0.1385794,0.1836913,1,1,False,3
original_box,MAM,tasmax_mean,G6solar - G6sulfur,degC,CNRM-ESM2-1,-0.2489736,-0.3692512,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - G6sulfur,degC,IPSL-CM6A-LR,-0.2489736,-0.1979753,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - G6sulfur,degC,MPI-ESM1-2-LR,-0.2489736,-0.0775641,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - G6sulfur,degC,UKESM1-0-LL,-0.2489736,-0.3511037,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,CNRM-ESM2-1,-1.9431518,-2.0921551,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,IPSL-CM6A-LR,-1.9431518,-1.8375584,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.9431518,-1.9840336,-1,-1,False,3
original_box,MAM,tasmax_mean,G6solar - SSP5-8.5,degC,UKESM1-0-LL,-1.9431518,-1.8588600,-1,-1,False,3
original_box,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,CNRM-ESM2-1,-1.6941782,-1.7229038,-1,-1,False,3
original_box,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,IPSL-CM6A-LR,-1.6941782,-1.6395832,-1,-1,False,3
original_box,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,MPI-ESM1-2-LR,-1.6941782,-1.9064695,-1,-1,False,3
original_box,MAM,tasmax_mean,G6sulfur - SSP5-8.5,degC,UKESM1-0-LL,-1.6941782,-1.5077562,-1,-1,False,3
original_box,SON,pr_mean,G6solar - G6sulfur,mm/day,CNRM-ESM2-1,0.0789554,0.1126377,1,1,False,3
original_box,SON,pr_mean,G6solar - G6sulfur,mm/day,IPSL-CM6A-LR,0.0789554,0.0912540,1,1,False,3
