model,variant_label,grid_label,comparison,season,metric,units,period,represented_area_km2,contributing_cells,equivalent_cells,value,domain
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,0.0466993,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-3.0238245,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.5216477,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.3767014,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,489638.1980775,39,20.3274103,-0.5340169,lower_mississippi
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,489638.1980775,39,20.3274103,-2.7849403,lower_mississippi
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,-0.0402039,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,0.0675949,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,-0.0672914,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,0.1481011,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0497489,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-0.1198785,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,-0.0062948,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,0.2467954,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,-0.1629629,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-0.0265860,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0813242,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.5786544,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0126105,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.0983368,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.1162578,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.9238322,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.3126814,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.5845565,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,-0.1210105,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.6334187,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.1215281,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.6462493,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0799019,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.2464379,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0665089,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.8039537,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.3189762,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.8313519,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583791.7100374,53,28.6857876,0.0419524,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583791.7100374,53,28.6857876,-1.6068326,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,0.0907729,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-0.5845119,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.0157456,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-0.8997548,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,0.2408356,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-0.4511537,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,0.1134276,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-0.5850830,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,0.0032431,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-0.4608753,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.2555373,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-2.2434849,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.3463344,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-2.2781790,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.0886627,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-2.2833621,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.1257762,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-2.3879231,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.4878026,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-2.1349124,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.3463102,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-1.6589729,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.3305888,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-1.3784242,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.3294982,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-1.8322084,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.2392038,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-1.8028401,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583817.6607557,37,17.8310687,-0.4910457,atlantic_southeast
IPSL-CM6A-LR,r1i1p1f1,gr,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583817.6607557,37,17.8310687,-1.6740371,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,0.0693901,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-0.9502802,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,0.0945776,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-2.1829773,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.2334396,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-0.2026573,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,0.1807037,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-0.6233086,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,0.2495800,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-0.7983098,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.1269675,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.6767844,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.2766075,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.1622030,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.1256384,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.7305202,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.0315655,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.7351735,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.0962870,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-2.0256961,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.1963576,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-0.7265042,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.3711851,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,1.0207743,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,0.1078013,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.5278629,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.2122692,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.1118650,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583812.7331150,36,16.1598165,-0.3458670,atlantic_southeast
MPI-ESM1-2-LR,r2i1p1f1,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583812.7331150,36,16.1598165,-1.2273864,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.0997377,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-0.2161686,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0239516,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-0.5002259,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0981737,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-0.2539233,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.5688336,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-0.0180365,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0387110,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-0.2213538,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.2705578,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.4848069,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0441914,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-1.9339556,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0610697,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.9300648,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.6807635,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.2440011,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.4818245,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.9857088,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.1708201,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.2686383,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,0.0202398,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-1.4337298,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.0371040,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.6761416,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.1119298,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.2259646,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,583817.4373032,45,24.1116845,-0.5205355,atlantic_southeast
UKESM1-0-LL,r1i1p1f2,gn,G6sulfur - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,583817.4373032,45,24.1116845,-2.7643550,atlantic_southeast
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.0565166,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,ANN,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,0.0750564,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.0447407,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,DJF,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,0.2697687,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.1358116,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,JJA,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-0.2750096,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.2994980,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,MAM,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,0.3830978,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.0859834,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - G6sulfur,SON,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-0.0971690,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.0025316,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.5961710,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.0744275,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.4068472,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.3892216,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.6483163,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.2912869,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.5449741,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.0525529,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6solar - SSP5-8.5,SON,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.7339023,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.0590483,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,ANN,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.6712274,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,0.1191683,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,DJF,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.6766159,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.2534101,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,JJA,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.3733066,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.0082111,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,MAM,tasmax_mean,degC,2071-2100,281375.4764217,33,14.4140338,-1.9280719,appalachian_interior
CNRM-ESM2-1,r1i1p1f2,gr,G6sulfur - SSP5-8.5,SON,pr_mean,mm/day,2071-2100,281375.4764217,33,14.4140338,-0.0334305,appalachian_interior
