model,variant_label,grid_label,domain,metric,units,season,comparison,mean_difference,median_difference,paired_interannual_sd,standard_error,standardized_effect_size,minimum_difference,maximum_difference,year_count,fraction_positive,fraction_negative,fraction_zero,lag1_autocorrelation,ci_lower,ci_upper,interval_classification,zero_inside_interval,bootstrap_replicates,block_length_years
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.2230363,-0.2750123,0.5524964,0.1008716,-0.4036882,-1.0552169,0.7576729,30,0.4333333,0.5666667,0.0000000,-0.0607725,-0.4045906,-0.0664677,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.3755460,-0.3813255,0.6657610,0.1215508,-0.5640853,-1.8634214,0.7264124,30,0.2666667,0.7333333,0.0000000,-0.2855190,-0.5386487,-0.2289974,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,ANN,G6solar - G6sulfur,-1.0142485,-1.1336546,0.9329569,0.1703338,-1.0871333,-2.5687754,1.7087624,30,0.1666667,0.8333333,0.0000000,0.4694609,-1.4947207,-0.5073070,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-1.8727470,-1.9397116,1.2125364,0.2213778,-1.5444873,-4.1069853,0.6452912,30,0.0666667,0.9333333,0.0000000,0.2439592,-2.3982621,-1.3581406,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-0.8584985,-0.8980482,0.9871958,0.1802365,-0.8696334,-2.6477353,0.8622389,30,0.2333333,0.7666667,0.0000000,0.2936672,-1.2699288,-0.4779848,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,DJF,G6solar - G6sulfur,-2.0680229,-2.0417481,2.3886522,0.4435616,-0.8657698,-5.9521837,4.1835101,29,0.1724138,0.8275862,0.0000000,0.0952284,-3.1703600,-0.8674886,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-1.1616654,-1.0844022,2.3137943,0.4296608,-0.5020608,-5.2558117,4.4759544,29,0.3103448,0.6896552,0.0000000,0.1048557,-2.0091152,-0.2449703,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,0.9063576,0.4160301,2.4245570,0.4502289,0.3738240,-3.2059727,6.5177025,29,0.6206897,0.3793103,0.0000000,0.0490550,-0.0131458,1.8647622,includes_zero,True,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.4470221,-0.5203220,0.9161244,0.1672607,-0.4879491,-1.7679081,1.5051391,30,0.3333333,0.6666667,0.0000000,0.1337923,-0.8152638,-0.0951591,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.1826428,-1.9480219,1.2667046,0.2312676,-1.7230874,-4.7943937,-0.3025858,30,0.0000000,1.0000000,0.0000000,0.3160985,-2.7704201,-1.6113173,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-1.7356208,-1.4733856,1.1793678,0.2153221,-1.4716535,-4.1229429,0.8407378,30,0.0333333,0.9666667,0.0000000,0.3000906,-2.2848308,-1.2064027,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,MAM,G6solar - G6sulfur,-0.8777134,-1.1467780,1.6134796,0.2945797,-0.5439879,-4.4894740,3.0720003,30,0.2333333,0.7666667,0.0000000,0.2742727,-1.5863867,-0.1145460,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.0876990,-2.4608830,1.5666403,0.2860281,-1.3325962,-4.5234119,1.1900439,30,0.1333333,0.8666667,0.0000000,0.1785897,-2.6927636,-1.4823943,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-1.2099857,-1.5110049,1.8070843,0.3299269,-0.6695790,-3.8729246,2.3330753,30,0.2333333,0.7666667,0.0000000,0.1043561,-1.8680783,-0.5464350,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.6550737,-0.6015550,1.1389623,0.2079451,-0.5751496,-3.2145671,1.4826894,30,0.2333333,0.7666667,0.0000000,-0.0173335,-0.9884071,-0.3286621,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-1.9492049,-1.8146552,1.3481633,0.2461398,-1.4458225,-5.6534257,0.8404816,30,0.1333333,0.8666667,0.0000000,-0.0754914,-2.3283660,-1.5869280,below_zero,False,10000,5
MPI-ESM1-2-LR,r2i1p1f1,gn,southeast_land,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-1.2941312,-1.4067445,1.2916741,0.2358264,-1.0019022,-4.1641433,1.7314794,30,0.1000000,0.9000000,0.0000000,0.0034134,-1.6618707,-0.9017071,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0114550,0.0623663,0.5341239,0.0975172,0.0214463,-0.9553206,1.3857193,30,0.5000000,0.5000000,0.0000000,-0.0883295,-0.1457836,0.1769698,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.1549395,-0.1498203,0.6362272,0.1161587,-0.2435285,-1.1932634,1.4513896,30,0.3000000,0.7000000,0.0000000,-0.0120732,-0.3448182,0.0109307,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.1663945,-0.1811895,0.5817308,0.1062090,-0.2860334,-1.4786189,1.1502816,30,0.3666667,0.6333333,0.0000000,0.2357580,-0.3971798,0.0560493,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,DJF,G6solar - G6sulfur,0.0238794,0.1531584,0.9860958,0.1831134,0.0242161,-1.8521873,2.6005077,29,0.5172414,0.4827586,0.0000000,-0.1992494,-0.2791734,0.3794537,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.2544253,-0.3598594,0.9449810,0.1754786,-0.2692385,-2.3608655,1.3582395,29,0.3448276,0.6551724,0.0000000,-0.3409883,-0.4941798,-0.0284349,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.2783047,-0.3775418,0.9456582,0.1756043,-0.2942973,-1.5687254,2.4255858,29,0.4137931,0.5862069,0.0000000,-0.0389425,-0.6660909,0.0475259,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,JJA,G6solar - G6sulfur,-0.0329766,0.0840961,1.0276627,0.1876247,-0.0320889,-2.8587008,1.5970503,30,0.5333333,0.4666667,0.0000000,0.0973442,-0.3838446,0.2715529,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.3193909,0.4941956,1.0733567,0.1959672,0.2975627,-2.3392521,2.0633772,30,0.6333333,0.3666667,0.0000000,-0.0352244,-0.0896687,0.7055848,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.3523675,0.4474193,1.2758919,0.2329449,0.2761735,-2.1274788,3.5585173,30,0.5666667,0.4333333,0.0000000,-0.1400803,0.0328577,0.7606949,above_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.1985299,-0.1648073,1.3467853,0.2458882,-0.1474102,-3.1629304,2.4490650,30,0.4666667,0.5333333,0.0000000,0.2715917,-0.7652624,0.3435611,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,-0.2429997,-0.3955255,1.4693521,0.2682658,-0.1653788,-2.4123477,2.9984976,30,0.3333333,0.6666667,0.0000000,0.1371148,-0.6614182,0.2060149,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,-0.0444698,-0.0356962,1.5900198,0.2902966,-0.0279681,-2.7610469,5.0081274,30,0.5000000,0.5000000,0.0000000,0.3401970,-0.6347886,0.6282102,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,SON,G6solar - G6sulfur,0.2401829,0.4265361,0.9629156,0.1758035,0.2494330,-1.5227903,2.3743070,30,0.6333333,0.3666667,0.0000000,-0.1188498,-0.0815306,0.5550102,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.4340194,-0.2258180,1.2748972,0.2327633,-0.3404348,-2.7119812,1.8714319,30,0.4333333,0.5666667,0.0000000,-0.1054811,-0.7533995,-0.0954194,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.6742023,-0.4747252,1.1882157,0.2169375,-0.5674073,-3.3309344,1.3632790,30,0.3333333,0.6666667,0.0000000,-0.0764494,-0.9650804,-0.3500423,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.1198797,-0.1361644,0.6169629,0.1126415,-0.1943062,-1.2304574,1.5869711,30,0.4000000,0.6000000,0.0000000,0.2085745,-0.3306578,0.0870646,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-2.6224196,-2.3736022,1.1564181,0.2111321,-2.2677089,-4.5169246,-0.4183467,30,0.0000000,1.0000000,0.0000000,0.2552703,-3.0932159,-2.1706483,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-2.5025399,-2.5180833,1.1118726,0.2029992,-2.2507434,-4.5355951,-0.4680268,30,0.0000000,1.0000000,0.0000000,0.2297836,-3.0053073,-2.0547076,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,DJF,G6solar - G6sulfur,-0.1871717,0.1165332,1.9043975,0.3536377,-0.0982840,-3.3251054,4.2861341,29,0.5172414,0.4827586,0.0000000,0.1592377,-0.8805493,0.5254190,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-2.2131093,-2.1546890,1.6995094,0.3155910,-1.3022048,-5.3720632,1.3070448,29,0.1034483,0.8965517,0.0000000,-0.0389663,-2.7732855,-1.6685108,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-2.0259376,-1.6960200,1.9320063,0.3587646,-1.0486185,-7.1618641,1.1446773,29,0.1379310,0.8620690,0.0000000,-0.1731318,-2.6703620,-1.3737635,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.2000043,-0.4618796,1.0969854,0.2002812,-0.1823218,-2.0153106,2.8649072,30,0.4000000,0.6000000,0.0000000,-0.0657298,-0.5306263,0.1540940,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-3.1297090,-3.3560194,1.3756163,0.2511520,-2.2751323,-5.6561119,-0.4631775,30,0.0000000,1.0000000,0.0000000,0.0109087,-3.6987011,-2.5280771,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-2.9297047,-2.9841176,1.4423859,0.2633424,-2.0311518,-6.1459686,-0.0471500,30,0.0000000,1.0000000,0.0000000,0.3304907,-3.6528627,-2.1624028,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,MAM,G6solar - G6sulfur,0.1566766,-0.0198579,1.4650130,0.2674736,0.1069456,-3.1542712,2.7703210,30,0.5000000,0.5000000,0.0000000,0.1290709,-0.2810796,0.5942481,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.3637105,-2.2392698,1.8847739,0.3441111,-1.2541082,-5.9540131,1.5557177,30,0.1333333,0.8666667,0.0000000,0.1687485,-2.9774288,-1.7496626,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-2.5203871,-2.3661468,1.8527831,0.3382704,-1.3603250,-7.0498936,1.8723279,30,0.0666667,0.9333333,0.0000000,0.0484364,-3.1653560,-1.9791621,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.3084963,-0.2905078,1.1359879,0.2074021,-0.2715666,-2.1655526,2.6046830,30,0.3333333,0.6666667,0.0000000,0.1773935,-0.6760806,0.0766056,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-2.8847251,-2.9109398,1.2202586,0.2227877,-2.3640276,-5.5250687,-0.6054395,30,0.0000000,1.0000000,0.0000000,0.1064281,-3.4289624,-2.3804490,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,gulf_coast,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-2.5762287,-2.6002122,1.4708192,0.2685336,-1.7515605,-6.5192450,0.0429537,30,0.0333333,0.9666667,0.0000000,0.4311063,-3.2428249,-1.9059048,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,ANN,G6solar - G6sulfur,0.0078412,-0.1169893,0.4151801,0.0758012,0.0188864,-0.8492522,0.8900247,30,0.4666667,0.5333333,0.0000000,-0.2107866,-0.1121118,0.1475638,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.0531098,-0.2109279,0.4621132,0.0843699,-0.1149282,-0.8841960,0.7814421,30,0.4333333,0.5666667,0.0000000,0.0592067,-0.2192423,0.1078621,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.0609511,-0.0208637,0.5498606,0.1003904,-0.1108482,-1.3141947,1.1287044,30,0.4666667,0.5333333,0.0000000,-0.0449988,-0.2668934,0.1327200,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,DJF,G6solar - G6sulfur,-0.0288991,0.1564866,0.9535761,0.1770746,-0.0303061,-2.7812953,1.3806784,29,0.5517241,0.4482759,0.0000000,-0.1902843,-0.3125821,0.2215752,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.1251321,-0.1279205,0.7233191,0.1343170,-0.1729971,-2.0909959,0.9169701,29,0.4482759,0.5517241,0.0000000,-0.0426980,-0.3583048,0.0811006,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.0962330,-0.1319712,0.8103859,0.1504849,-0.1187496,-1.5505915,3.0532571,29,0.4137931,0.5862069,0.0000000,-0.2505757,-0.2959761,0.1530560,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,JJA,G6solar - G6sulfur,0.1382297,0.2639764,0.7107434,0.1297634,0.1944861,-1.4514053,1.3264483,30,0.5666667,0.4333333,0.0000000,-0.0170197,-0.1461360,0.3686523,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.3665669,0.3955185,0.8862443,0.1618053,0.4136183,-1.6366210,1.9888454,30,0.6666667,0.3333333,0.0000000,-0.0062549,0.0066639,0.6872727,above_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.2283372,0.1617560,0.9283487,0.1694925,0.2459605,-1.3642156,2.1701641,30,0.5333333,0.4666667,0.0000000,-0.3721632,-0.0103361,0.4920877,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.2719453,-0.0238770,0.9148301,0.1670244,-0.2972632,-2.1540511,1.0407448,30,0.5000000,0.5000000,0.0000000,0.3149760,-0.6840250,0.1167006,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,-0.2687019,-0.3096698,0.8767449,0.1600710,-0.3064767,-1.9444537,1.6426557,30,0.3000000,0.7000000,0.0000000,0.1717057,-0.5475851,0.0544885,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,MAM,G6sulfur - SSP5-8.5,0.0032434,-0.1739977,1.0942454,0.1997810,0.0029641,-1.9351989,3.3654014,30,0.4666667,0.5333333,0.0000000,0.4008583,-0.4553506,0.4884222,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,SON,G6solar - G6sulfur,0.1897363,0.3267584,0.7732926,0.1411833,0.2453615,-1.1195514,1.7054179,30,0.6333333,0.3666667,0.0000000,-0.0434317,-0.1085109,0.5211582,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,SON,G6solar - SSP5-8.5,-0.1700119,-0.0448461,0.8036773,0.1467307,-0.2115425,-1.3438585,1.4336864,30,0.4333333,0.5666667,0.0000000,-0.2374505,-0.4015655,0.0565977,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,pr_mean,mm/day,SON,G6sulfur - SSP5-8.5,-0.3597482,-0.2613156,0.8132612,0.1484805,-0.4423526,-1.7892312,1.2090675,30,0.3333333,0.6666667,0.0000000,-0.1146912,-0.6061025,-0.1171730,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,ANN,G6solar - G6sulfur,-0.1530735,-0.1485217,0.4651467,0.0849238,-0.3290865,-1.1282881,0.8330385,30,0.3000000,0.7000000,0.0000000,0.1739433,-0.3292228,0.0031530,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,ANN,G6solar - SSP5-8.5,-2.4222977,-2.3694734,0.9062248,0.1654533,-2.6729546,-4.0210537,-0.5757727,30,0.0000000,1.0000000,0.0000000,0.3616161,-2.8341246,-2.0513184,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,ANN,G6sulfur - SSP5-8.5,-2.2692242,-2.1719528,0.8362648,0.1526804,-2.7135235,-3.7155093,-0.4761573,30,0.0000000,1.0000000,0.0000000,0.2053127,-2.6485790,-1.9559097,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,DJF,G6solar - G6sulfur,-0.2813787,-0.1404452,1.3514577,0.2509594,-0.2082038,-2.5385520,2.4992684,29,0.4137931,0.5862069,0.0000000,0.1152042,-0.7586862,0.2055734,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,DJF,G6solar - SSP5-8.5,-2.0971711,-1.9039216,1.3571191,0.2520107,-1.5453110,-4.5486103,0.1386509,29,0.0689655,0.9310345,0.0000000,-0.0137575,-2.5435191,-1.6646828,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,DJF,G6sulfur - SSP5-8.5,-1.8157925,-1.5556895,1.4042709,0.2607666,-1.2930500,-5.1799656,0.6938587,29,0.1034483,0.8965517,0.0000000,-0.1234164,-2.3105037,-1.2847105,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,JJA,G6solar - G6sulfur,-0.1877699,-0.1983127,0.6734607,0.1229565,-0.2788134,-1.4514153,1.4999735,30,0.4000000,0.6000000,0.0000000,-0.3173203,-0.3148967,-0.0479461,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,JJA,G6solar - SSP5-8.5,-2.7507253,-2.7929996,1.0373714,0.1893972,-2.6516300,-4.6027129,-0.7277917,30,0.0000000,1.0000000,0.0000000,0.1663289,-3.2213489,-2.2346819,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,JJA,G6sulfur - SSP5-8.5,-2.5629554,-2.7047769,1.0057736,0.1836283,-2.5482427,-4.3494800,-0.3460100,30,0.0000000,1.0000000,0.0000000,0.2692509,-3.0577449,-2.0232404,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,MAM,G6solar - G6sulfur,0.0574168,-0.0200353,1.2310272,0.2247538,0.0466414,-2.3402391,2.6934573,30,0.4666667,0.5333333,0.0000000,0.1438446,-0.3481757,0.4690412,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,MAM,G6solar - SSP5-8.5,-2.1960271,-2.1242095,1.4372424,0.2624034,-1.5279449,-4.8293477,0.7134826,30,0.0333333,0.9666667,0.0000000,0.1828387,-2.6916842,-1.6888476,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,MAM,G6sulfur - SSP5-8.5,-2.2534440,-2.0732770,1.4863151,0.2713628,-1.5161281,-5.9914339,1.5562769,30,0.0666667,0.9333333,0.0000000,0.0681734,-2.7764208,-1.8100124,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,SON,G6solar - G6sulfur,-0.2737959,-0.4911081,0.7838376,0.1431085,-0.3493018,-1.3645070,1.7330141,30,0.3000000,0.7000000,0.0000000,0.1255047,-0.4995541,-0.0121646,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,SON,G6solar - SSP5-8.5,-2.7533939,-2.6818136,0.8989411,0.1641234,-3.0629304,-4.8039322,-1.3249208,30,0.0000000,1.0000000,0.0000000,0.2890007,-3.2461577,-2.3198111,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,original_box,tasmax_mean,degC,SON,G6sulfur - SSP5-8.5,-2.4795980,-2.6078035,1.0093080,0.1842736,-2.4567308,-5.2708892,-0.8011564,30,0.0000000,1.0000000,0.0000000,0.4287655,-2.9791858,-2.0286207,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,ANN,G6solar - G6sulfur,-0.0070711,0.0096460,0.5142144,0.0938823,-0.0137512,-0.8209722,1.1827903,30,0.5000000,0.5000000,0.0000000,-0.2845504,-0.1091303,0.1052365,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,ANN,G6solar - SSP5-8.5,-0.2058459,-0.2225791,0.5387845,0.0983681,-0.3820562,-1.4078787,1.0610270,30,0.3333333,0.6666667,0.0000000,-0.1086622,-0.3791216,-0.0409158,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,ANN,G6sulfur - SSP5-8.5,-0.1987749,-0.2587134,0.5609038,0.1024066,-0.3543832,-1.4851403,1.0547425,30,0.3666667,0.6333333,0.0000000,0.1378448,-0.4049541,0.0083635,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,DJF,G6solar - G6sulfur,-0.0127960,0.0696748,1.0818002,0.2008853,-0.0118285,-2.3657661,3.0823221,29,0.5172414,0.4827586,0.0000000,-0.0849226,-0.3636874,0.3772923,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,DJF,G6solar - SSP5-8.5,-0.1963927,-0.1906213,0.9113631,0.1692359,-0.2154934,-2.0761699,2.5926084,29,0.3793103,0.6206897,0.0000000,-0.4445424,-0.3975319,-0.0204126,below_zero,False,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,DJF,G6sulfur - SSP5-8.5,-0.1835967,-0.3603207,0.8490099,0.1576572,-0.2162480,-1.6825420,2.2843652,29,0.3448276,0.6551724,0.0000000,0.0605805,-0.5080215,0.1211279,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,JJA,G6solar - G6sulfur,0.0098644,0.1702011,0.8889424,0.1622979,0.0110968,-1.6913319,1.4946066,30,0.6000000,0.4000000,0.0000000,0.1312314,-0.3856116,0.3395516,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,JJA,G6solar - SSP5-8.5,0.1497335,0.2002317,1.1731048,0.2141787,0.1276387,-2.5764579,2.0740864,30,0.6000000,0.4000000,0.0000000,0.0323856,-0.3449624,0.6110582,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,JJA,G6sulfur - SSP5-8.5,0.1398691,-0.0039715,0.9986833,0.1823338,0.1400535,-1.7604512,2.3097460,30,0.4666667,0.5333333,0.0000000,-0.3182065,-0.0899058,0.3978383,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,MAM,G6solar - G6sulfur,-0.2258907,-0.0152380,1.2146822,0.2217696,-0.1859670,-2.9218227,1.4571921,30,0.5000000,0.5000000,0.0000000,0.2554993,-0.7160410,0.2253803,includes_zero,True,10000,5
UKESM1-0-LL,r1i1p1f2,gn,southeast_land,pr_mean,mm/day,MAM,G6solar - SSP5-8.5,-0.3937081,-0.5082635,1.0369753,0.1893249,-0.3796697,-2.5982501,2.1369814,30,0.2000000,0.8000000,0.0000000,0.2073102,-0.7686081,0.0366734,includes_zero,True,10000,5
